epoch,time,train/box_loss,train/seg_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),metrics/precision(M),metrics/recall(M),metrics/mAP50(M),metrics/mAP50-95(M),val/box_loss,val/seg_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
261,374.618,0.3723,0.48719,0.262,0.92998,0.99957,1,0.995,0.9798,0.99957,1,0.995,0.96999,0.27864,0.33675,0.21585,0.81668,0.0009704,0.0009704,0.0009704
262,376.072,0.38367,0.59063,0.30155,0.91753,0.99949,1,0.995,0.98331,0.99949,1,0.995,0.97156,0.27184,0.33666,0.22143,0.80997,0.00096644,0.00096644,0.00096644
263,377.508,0.38965,0.55094,0.27436,0.91002,0.99943,1,0.995,0.98003,0.99943,1,0.995,0.96713,0.25925,0.33147,0.21057,0.80412,0.00096248,0.00096248,0.00096248
264,378.927,0.38164,0.52817,0.27451,0.92948,0.99948,1,0.995,0.97918,0.99948,1,0.995,0.96367,0.26304,0.34117,0.21128,0.805,0.00095852,0.00095852,0.00095852
265,380.351,0.376,0.54706,0.27477,0.91568,0.99951,1,0.995,0.98254,0.99951,1,0.995,0.96569,0.26822,0.34267,0.20467,0.8079,0.00095456,0.00095456,0.00095456
266,381.761,0.34852,0.49111,0.25526,0.90896,0.99946,1,0.995,0.97688,0.99946,1,0.995,0.97181,0.27827,0.33204,0.20375,0.81737,0.0009506,0.0009506,0.0009506
267,383.234,0.33968,0.54331,0.2453,0.91063,0.99946,1,0.995,0.97312,0.99946,1,0.995,0.97376,0.28577,0.32949,0.20613,0.81904,0.00094664,0.00094664,0.00094664
268,384.649,0.37471,0.5033,0.26316,0.94053,0.99937,1,0.995,0.9729,0.99937,1,0.995,0.97225,0.28022,0.33085,0.20586,0.81261,0.00094268,0.00094268,0.00094268
269,386.076,0.38947,0.54677,0.27025,0.94262,0.99919,1,0.995,0.97131,0.99919,1,0.995,0.9673,0.28352,0.32341,0.20206,0.81538,0.00093872,0.00093872,0.00093872
270,387.499,0.35365,0.49806,0.24471,0.92641,0.99932,1,0.995,0.97414,0.99932,1,0.995,0.97154,0.28888,0.31712,0.22119,0.81993,0.00093476,0.00093476,0.00093476
271,388.942,0.36129,0.53726,0.26682,0.92991,0.99944,1,0.995,0.97043,0.99944,1,0.995,0.97145,0.27976,0.3169,0.21475,0.81802,0.0009308,0.0009308,0.0009308
272,390.358,0.34796,0.55098,0.25674,0.92218,0.99941,1,0.995,0.97657,0.99941,1,0.995,0.96613,0.2615,0.32394,0.20512,0.80917,0.00092684,0.00092684,0.00092684
273,391.781,0.375,0.5664,0.26918,0.91923,0.99236,1,0.995,0.98036,0.99236,1,0.995,0.96693,0.2616,0.33374,0.21513,0.80577,0.00092288,0.00092288,0.00092288
274,393.234,0.33513,0.47517,0.24958,0.8954,0.99397,1,0.995,0.97627,0.99397,1,0.995,0.9641,0.26736,0.33372,0.22392,0.80414,0.00091892,0.00091892,0.00091892
275,394.663,0.40358,0.59333,0.27863,0.94527,0.99928,1,0.995,0.96585,0.99928,1,0.995,0.96278,0.28714,0.32533,0.245,0.82296,0.00091496,0.00091496,0.00091496
276,396.076,0.37804,0.51594,0.27736,0.93635,0.99925,1,0.995,0.97054,0.99925,1,0.995,0.96315,0.26569,0.3239,0.23296,0.81031,0.000911,0.000911,0.000911
277,397.493,0.34089,0.52185,0.25824,0.90144,0.9993,1,0.995,0.97976,0.9993,1,0.995,0.97001,0.27464,0.32294,0.22733,0.80716,0.00090704,0.00090704,0.00090704
278,398.926,0.37391,0.54651,0.27739,0.9117,0.99925,1,0.995,0.9777,0.99925,1,0.995,0.97056,0.28127,0.32296,0.23938,0.81852,0.00090308,0.00090308,0.00090308
279,400.346,0.35784,0.50641,0.2727,0.90904,0.99908,1,0.995,0.97542,0.99908,1,0.995,0.97035,0.26852,0.33126,0.24316,0.81017,0.00089912,0.00089912,0.00089912
280,401.758,0.36121,0.5384,0.27195,0.91678,0.99916,1,0.995,0.9832,0.99916,1,0.995,0.96959,0.25831,0.32497,0.23146,0.80359,0.00089516,0.00089516,0.00089516
281,403.166,0.34617,0.50637,0.2657,0.92269,0.99916,1,0.995,0.98207,0.99916,1,0.995,0.97019,0.26193,0.31528,0.22305,0.80446,0.0008912,0.0008912,0.0008912
282,404.647,0.34329,0.48113,0.27664,0.9055,0.99932,1,0.995,0.9827,0.99932,1,0.995,0.97095,0.27827,0.31369,0.22901,0.80778,0.00088724,0.00088724,0.00088724
283,406.073,0.37487,0.51681,0.2772,0.92676,0.99935,1,0.995,0.98415,0.99935,1,0.995,0.96972,0.26358,0.32096,0.21852,0.79902,0.00088328,0.00088328,0.00088328
284,407.498,0.38722,0.56982,0.28222,0.93629,0.99911,1,0.995,0.98737,0.99911,1,0.995,0.96949,0.25354,0.32231,0.21027,0.79473,0.00087932,0.00087932,0.00087932
285,408.942,0.33923,0.47015,0.27218,0.91592,0.99943,1,0.995,0.98592,0.99943,1,0.995,0.97268,0.25255,0.31488,0.20674,0.79468,0.00087536,0.00087536,0.00087536
286,410.374,0.38247,0.55761,0.28186,0.92284,0.9993,1,0.995,0.98476,0.9993,1,0.995,0.97476,0.26858,0.31889,0.21551,0.80048,0.0008714,0.0008714,0.0008714
287,411.808,0.36502,0.51908,0.2709,0.92079,0.99946,1,0.995,0.98165,0.99946,1,0.995,0.97541,0.2492,0.31628,0.20613,0.78901,0.00086744,0.00086744,0.00086744
288,413.218,0.36074,0.56572,0.27636,0.90466,0.99945,1,0.995,0.98545,0.99945,1,0.995,0.97667,0.2522,0.31651,0.20396,0.78948,0.00086348,0.00086348,0.00086348
289,414.705,0.34754,0.48879,0.25968,0.91688,0.99946,1,0.995,0.98115,0.99946,1,0.995,0.97492,0.24952,0.3165,0.20218,0.78834,0.00085952,0.00085952,0.00085952
290,416.128,0.35202,0.50585,0.26122,0.90538,0.99946,1,0.995,0.98371,0.99946,1,0.995,0.9714,0.24726,0.31623,0.20062,0.79025,0.00085556,0.00085556,0.00085556
291,417.539,0.36982,0.51258,0.25416,0.91602,0.99946,1,0.995,0.98167,0.99946,1,0.995,0.97158,0.24425,0.3158,0.19983,0.78643,0.0008516,0.0008516,0.0008516
292,418.948,0.33613,0.53902,0.25131,0.89313,0.99945,1,0.995,0.98407,0.99945,1,0.995,0.9721,0.24707,0.31604,0.20786,0.78549,0.00084764,0.00084764,0.00084764
293,420.36,0.40067,0.5351,0.27025,0.93765,0.99944,1,0.995,0.9782,0.99944,1,0.995,0.97137,0.25459,0.33103,0.21399,0.78765,0.00084368,0.00084368,0.00084368
294,421.786,0.35333,0.52628,0.25785,0.91403,0.9994,1,0.995,0.97724,0.9994,1,0.995,0.9695,0.25606,0.33116,0.21558,0.78996,0.00083972,0.00083972,0.00083972
295,423.199,0.35409,0.50915,0.25018,0.92364,0.99944,1,0.995,0.98498,0.99944,1,0.995,0.972,0.23764,0.31349,0.21473,0.78343,0.00083576,0.00083576,0.00083576
296,424.615,0.35564,0.50277,0.24103,0.89622,0.99944,1,0.995,0.98636,0.99944,1,0.995,0.97228,0.22682,0.31011,0.21255,0.7742,0.0008318,0.0008318,0.0008318
297,426.079,0.35382,0.50892,0.27504,0.91758,0.99944,1,0.995,0.98353,0.99944,1,0.995,0.97362,0.2341,0.30758,0.20673,0.77454,0.00082784,0.00082784,0.00082784
298,427.517,0.35168,0.47574,0.25555,0.92293,0.99944,1,0.995,0.97972,0.99944,1,0.995,0.97335,0.23379,0.30458,0.20438,0.77743,0.00082388,0.00082388,0.00082388
299,428.946,0.32148,0.4473,0.24083,0.88448,0.99944,1,0.995,0.98291,0.99944,1,0.995,0.97463,0.23774,0.30473,0.20793,0.78185,0.00081992,0.00081992,0.00081992
300,430.374,0.33596,0.45146,0.2507,0.90929,0.99945,1,0.995,0.98346,0.99945,1,0.995,0.97678,0.23044,0.30376,0.20085,0.77758,0.00081596,0.00081596,0.00081596
301,431.795,0.36105,0.51962,0.2535,0.91731,0.99945,1,0.995,0.97828,0.99945,1,0.995,0.97038,0.23684,0.3077,0.19316,0.77962,0.000812,0.000812,0.000812
302,433.208,0.37185,0.49424,0.26524,0.9133,0.99943,1,0.995,0.98274,0.99943,1,0.995,0.97214,0.23296,0.30422,0.1942,0.7784,0.00080804,0.00080804,0.00080804
303,434.612,0.33153,0.46851,0.2485,0.9101,0.99944,1,0.995,0.98662,0.99944,1,0.995,0.97625,0.23299,0.29439,0.20937,0.78102,0.00080408,0.00080408,0.00080408
304,436.048,0.34607,0.48542,0.24633,0.912,0.99945,1,0.995,0.98249,0.99945,1,0.995,0.97932,0.25865,0.29143,0.22188,0.79692,0.00080012,0.00080012,0.00080012
305,437.509,0.3555,0.54817,0.26978,0.90577,0.99946,1,0.995,0.98457,0.99946,1,0.995,0.97906,0.24203,0.2943,0.20648,0.78657,0.00079616,0.00079616,0.00079616
306,438.944,0.30946,0.41767,0.22292,0.90017,0.9994,1,0.995,0.98713,0.9994,1,0.995,0.97749,0.21846,0.29477,0.19534,0.7718,0.0007922,0.0007922,0.0007922
307,440.381,0.31507,0.46128,0.23379,0.90547,0.99928,1,0.995,0.98611,0.99928,1,0.995,0.971,0.22478,0.31135,0.19836,0.77706,0.00078824,0.00078824,0.00078824
308,441.803,0.32049,0.65399,0.24075,0.90432,0.99921,1,0.995,0.98598,0.99921,1,0.995,0.97405,0.2321,0.30302,0.20656,0.78498,0.00078428,0.00078428,0.00078428
309,443.225,0.34437,0.48556,0.2496,0.90327,0.9994,1,0.995,0.98339,0.9994,1,0.995,0.97194,0.25007,0.29932,0.20369,0.79741,0.00078032,0.00078032,0.00078032
310,444.642,0.33748,0.50014,0.24647,0.8997,0.99946,1,0.995,0.98306,0.99946,1,0.995,0.97532,0.25224,0.31222,0.20512,0.79775,0.00077636,0.00077636,0.00077636
311,446.076,0.3363,0.49608,0.23824,0.9021,0.99945,1,0.995,0.98351,0.99945,1,0.995,0.97298,0.23322,0.32476,0.19632,0.7874,0.0007724,0.0007724,0.0007724
312,447.482,0.35315,0.49009,0.26957,0.91384,0.99945,1,0.995,0.98524,0.99945,1,0.995,0.97587,0.22532,0.31801,0.18981,0.78172,0.00076844,0.00076844,0.00076844
313,448.939,0.35137,0.51121,0.24984,0.88591,0.99948,1,0.995,0.98378,0.99948,1,0.995,0.98184,0.24125,0.30541,0.19027,0.78685,0.00076448,0.00076448,0.00076448
314,450.367,0.33967,0.48297,0.24514,0.88673,0.99949,1,0.995,0.98422,0.99949,1,0.995,0.98205,0.23935,0.30517,0.19301,0.78566,0.00076052,0.00076052,0.00076052
315,451.796,0.32905,0.51339,0.24433,0.90665,0.99948,1,0.995,0.9855,0.99948,1,0.995,0.9811,0.22149,0.3006,0.1865,0.77747,0.00075656,0.00075656,0.00075656
316,453.233,0.32482,0.49026,0.2372,0.91169,0.99948,1,0.995,0.99061,0.99948,1,0.995,0.98048,0.21628,0.30171,0.18199,0.77226,0.0007526,0.0007526,0.0007526
317,454.673,0.32409,0.48838,0.23898,0.90029,0.99947,1,0.995,0.98918,0.99947,1,0.995,0.97961,0.22167,0.31253,0.18485,0.77368,0.00074864,0.00074864,0.00074864
318,456.081,0.31239,0.47607,0.22216,0.89426,0.99945,1,0.995,0.98503,0.99945,1,0.995,0.97717,0.22665,0.32762,0.18643,0.77841,0.00074468,0.00074468,0.00074468
319,457.491,0.34378,0.50647,0.24393,0.91785,0.99947,1,0.995,0.98274,0.99947,1,0.995,0.97403,0.22932,0.32703,0.19051,0.78125,0.00074072,0.00074072,0.00074072
320,458.921,0.329,0.4934,0.24189,0.91123,0.99948,1,0.995,0.98854,0.99948,1,0.995,0.97866,0.22244,0.31698,0.17804,0.7792,0.00073676,0.00073676,0.00073676
321,460.332,0.33624,0.49539,0.25299,0.91531,0.99948,1,0.995,0.9895,0.99948,1,0.995,0.98187,0.21438,0.3104,0.17605,0.77574,0.0007328,0.0007328,0.0007328
322,461.774,0.32014,0.44466,0.22927,0.89548,0.99947,1,0.995,0.9924,0.99947,1,0.995,0.98282,0.20791,0.31009,0.17478,0.77197,0.00072884,0.00072884,0.00072884
323,463.206,0.35844,0.49236,0.2544,0.93121,0.99948,1,0.995,0.99029,0.99948,1,0.995,0.97451,0.21226,0.32258,0.17473,0.77367,0.00072488,0.00072488,0.00072488
324,464.623,0.29383,0.466,0.22389,0.88895,0.99947,1,0.995,0.98821,0.99947,1,0.995,0.97435,0.2158,0.32271,0.17692,0.77454,0.00072092,0.00072092,0.00072092
325,466.046,0.36294,0.50128,0.25079,0.90077,0.99946,1,0.995,0.991,0.99946,1,0.995,0.97828,0.20196,0.3029,0.16404,0.76626,0.00071696,0.00071696,0.00071696
326,467.456,0.31697,0.50598,0.24092,0.89747,0.99945,1,0.995,0.99146,0.99945,1,0.995,0.97804,0.19955,0.29661,0.16526,0.76606,0.000713,0.000713,0.000713
327,468.925,0.32236,0.43431,0.23281,0.91541,0.99943,1,0.995,0.99162,0.99943,1,0.995,0.97309,0.1994,0.29584,0.17285,0.7659,0.00070904,0.00070904,0.00070904
328,470.348,0.3415,0.49279,0.24362,0.89973,0.99945,1,0.995,0.98663,0.99945,1,0.995,0.97811,0.21876,0.28625,0.17675,0.77773,0.00070508,0.00070508,0.00070508
329,471.771,0.31588,0.50314,0.23796,0.90965,0.99943,1,0.995,0.9849,0.99943,1,0.995,0.97976,0.2279,0.28428,0.17695,0.78217,0.00070112,0.00070112,0.00070112
330,473.188,0.31881,0.46225,0.24237,0.9075,0.99943,1,0.995,0.98745,0.99943,1,0.995,0.98189,0.21478,0.27939,0.17088,0.77511,0.00069716,0.00069716,0.00069716
331,474.614,0.31137,0.49804,0.23809,0.8819,0.99946,1,0.995,0.98742,0.99946,1,0.995,0.98119,0.22021,0.28067,0.17755,0.77667,0.0006932,0.0006932,0.0006932
332,476.039,0.29938,0.42188,0.22093,0.89713,0.99946,1,0.995,0.98726,0.99946,1,0.995,0.98255,0.21888,0.28181,0.1869,0.77743,0.00068924,0.00068924,0.00068924
333,477.45,0.33697,0.48957,0.23654,0.91219,0.99946,1,0.995,0.98646,0.99946,1,0.995,0.98372,0.21565,0.28103,0.18234,0.7752,0.00068528,0.00068528,0.00068528
334,478.864,0.32808,0.48811,0.24788,0.88845,0.99947,1,0.995,0.98926,0.99947,1,0.995,0.9813,0.21519,0.28848,0.18407,0.77608,0.00068132,0.00068132,0.00068132
335,480.326,0.31078,0.41897,0.22611,0.89659,0.99948,1,0.995,0.99026,0.99948,1,0.995,0.97582,0.21405,0.29626,0.17442,0.77643,0.00067736,0.00067736,0.00067736
336,481.742,0.31468,0.44559,0.23222,0.90914,0.99948,1,0.995,0.99183,0.99948,1,0.995,0.9803,0.20577,0.29059,0.17776,0.77054,0.0006734,0.0006734,0.0006734
337,483.149,0.31129,0.45028,0.22764,0.89729,0.99948,1,0.995,0.99273,0.99948,1,0.995,0.98485,0.19983,0.28752,0.17538,0.76827,0.00066944,0.00066944,0.00066944
338,484.587,0.31569,0.46343,0.24291,0.89339,0.99948,1,0.995,0.98811,0.99948,1,0.995,0.98676,0.20708,0.28079,0.17636,0.77187,0.00066548,0.00066548,0.00066548
339,486.001,0.35073,0.44311,0.22711,0.91524,0.99949,1,0.995,0.99035,0.99949,1,0.995,0.98365,0.20462,0.28193,0.16902,0.77231,0.00066152,0.00066152,0.00066152
340,487.418,0.30772,0.47727,0.23349,0.90488,0.99948,1,0.995,0.98664,0.99948,1,0.995,0.98539,0.212,0.28501,0.16742,0.7752,0.00065756,0.00065756,0.00065756
341,488.829,0.32577,0.44921,0.22392,0.89007,0.99947,1,0.995,0.99218,0.99947,1,0.995,0.9868,0.20245,0.28476,0.16289,0.76754,0.0006536,0.0006536,0.0006536
342,490.321,0.29304,0.41534,0.23175,0.8958,0.99946,1,0.995,0.99053,0.99946,1,0.995,0.985,0.21386,0.28413,0.17321,0.76569,0.00064964,0.00064964,0.00064964
343,491.728,0.32046,0.43858,0.22434,0.89988,0.99946,1,0.995,0.99274,0.99946,1,0.995,0.98508,0.20641,0.28065,0.1708,0.76709,0.00064568,0.00064568,0.00064568
344,493.164,0.30088,0.4249,0.21861,0.89486,0.99947,1,0.995,0.98854,0.99947,1,0.995,0.98633,0.21308,0.27914,0.16901,0.77658,0.00064172,0.00064172,0.00064172
345,494.608,0.33289,0.51576,0.23767,0.91103,0.99947,1,0.995,0.98697,0.99947,1,0.995,0.98377,0.22343,0.28462,0.17538,0.78165,0.00063776,0.00063776,0.00063776
346,496.052,0.32464,0.48036,0.23798,0.88255,0.99946,1,0.995,0.98456,0.99946,1,0.995,0.97973,0.21203,0.28773,0.17404,0.77369,0.0006338,0.0006338,0.0006338
347,497.489,0.32076,0.46624,0.22385,0.89844,0.99942,1,0.995,0.98221,0.99942,1,0.995,0.97487,0.21426,0.29873,0.18189,0.77223,0.00062984,0.00062984,0.00062984
348,498.923,0.33601,0.48996,0.23205,0.92592,0.99943,1,0.995,0.98641,0.99943,1,0.995,0.97403,0.20097,0.29619,0.17629,0.76584,0.00062588,0.00062588,0.00062588
349,500.368,0.31537,0.45591,0.21555,0.87741,0.99944,1,0.995,0.98892,0.99944,1,0.995,0.97688,0.20843,0.28362,0.17589,0.76703,0.00062192,0.00062192,0.00062192
350,501.866,0.32694,0.49372,0.24281,0.90538,0.99945,1,0.995,0.98827,0.99945,1,0.995,0.9799,0.20888,0.28054,0.17483,0.76574,0.00061796,0.00061796,0.00061796
351,503.286,0.30355,0.46573,0.23447,0.89294,0.99946,1,0.995,0.98708,0.99946,1,0.995,0.9829,0.19518,0.27854,0.17107,0.76036,0.000614,0.000614,0.000614
352,504.716,0.3226,0.48231,0.24126,0.88954,0.99945,1,0.995,0.98705,0.99945,1,0.995,0.98317,0.20241,0.27017,0.18112,0.76176,0.00061004,0.00061004,0.00061004
353,506.15,0.29876,0.42433,0.21145,0.8966,0.99945,1,0.995,0.98529,0.99945,1,0.995,0.98115,0.19789,0.26995,0.17136,0.76274,0.00060608,0.00060608,0.00060608
354,507.569,0.3249,0.49422,0.22923,0.89794,0.99946,1,0.995,0.98501,0.99946,1,0.995,0.98136,0.19672,0.27477,0.16285,0.76096,0.00060212,0.00060212,0.00060212
355,509.016,0.29151,0.43122,0.22715,0.90186,0.99945,1,0.995,0.98587,0.99945,1,0.995,0.984,0.19057,0.27665,0.15927,0.76055,0.00059816,0.00059816,0.00059816
356,510.436,0.32693,0.50111,0.23499,0.91164,0.99943,1,0.995,0.98582,0.99943,1,0.995,0.98152,0.1974,0.282,0.16511,0.7675,0.0005942,0.0005942,0.0005942
357,511.848,0.30476,0.47166,0.22106,0.90492,0.99943,1,0.995,0.98409,0.99943,1,0.995,0.97766,0.20943,0.28918,0.17478,0.77617,0.00059024,0.00059024,0.00059024
358,513.303,0.31272,0.43957,0.21729,0.89199,0.99938,1,0.995,0.9884,0.99938,1,0.995,0.98269,0.2031,0.27563,0.1695,0.77279,0.00058628,0.00058628,0.00058628
359,514.712,0.29133,0.42448,0.21084,0.88391,0.99935,1,0.995,0.98894,0.99935,1,0.995,0.98529,0.19672,0.26715,0.16176,0.76586,0.00058232,0.00058232,0.00058232
360,516.131,0.30537,0.41129,0.21198,0.90004,0.99935,1,0.995,0.98595,0.99935,1,0.995,0.9832,0.18592,0.26614,0.15983,0.75957,0.00057836,0.00057836,0.00057836
361,517.542,0.27036,0.38216,0.20378,0.87093,0.99941,1,0.995,0.9882,0.99941,1,0.995,0.98114,0.18561,0.27055,0.1557,0.75939,0.0005744,0.0005744,0.0005744
362,518.958,0.31859,0.4412,0.23518,0.89566,0.99944,1,0.995,0.98913,0.99944,1,0.995,0.97939,0.19569,0.2715,0.16645,0.76398,0.00057044,0.00057044,0.00057044
363,520.378,0.28086,0.46155,0.20739,0.89003,0.99944,1,0.995,0.98934,0.99944,1,0.995,0.98181,0.19756,0.27036,0.16798,0.76276,0.00056648,0.00056648,0.00056648
364,521.819,0.31373,0.45214,0.22734,0.90082,0.99944,1,0.995,0.99214,0.99944,1,0.995,0.98392,0.18465,0.26749,0.16408,0.756,0.00056252,0.00056252,0.00056252
365,523.268,0.26725,0.38085,0.20123,0.86919,0.99944,1,0.995,0.99046,0.99944,1,0.995,0.98479,0.18446,0.2648,0.17065,0.75607,0.00055856,0.00055856,0.00055856
366,524.679,0.31136,0.43428,0.23104,0.91268,0.99942,1,0.995,0.99029,0.99942,1,0.995,0.98494,0.18334,0.26166,0.16283,0.75507,0.0005546,0.0005546,0.0005546
367,526.087,0.2768,0.39406,0.20731,0.86981,0.9994,1,0.995,0.98922,0.9994,1,0.995,0.98506,0.19259,0.26577,0.15933,0.76021,0.00055064,0.00055064,0.00055064
368,527.509,0.29332,0.40272,0.21615,0.89856,0.99941,1,0.995,0.98636,0.99941,1,0.995,0.98331,0.19735,0.27216,0.16328,0.76447,0.00054668,0.00054668,0.00054668
369,528.918,0.29022,0.41722,0.22382,0.89896,0.99943,1,0.995,0.9912,0.99943,1,0.995,0.98486,0.18355,0.27048,0.15563,0.7588,0.00054272,0.00054272,0.00054272
370,530.335,0.28667,0.4158,0.21917,0.90346,0.99946,1,0.995,0.99178,0.99946,1,0.995,0.98603,0.18011,0.26487,0.1509,0.75544,0.00053876,0.00053876,0.00053876
371,531.76,0.31364,0.45991,0.23904,0.90899,0.99947,1,0.995,0.99395,0.99947,1,0.995,0.98739,0.17614,0.26237,0.15224,0.75593,0.0005348,0.0005348,0.0005348
372,533.213,0.2932,0.40826,0.21313,0.88917,0.99948,1,0.995,0.99322,0.99948,1,0.995,0.98713,0.17831,0.26514,0.15973,0.75677,0.00053084,0.00053084,0.00053084
373,534.643,0.29526,0.43248,0.21193,0.89125,0.99947,1,0.995,0.99245,0.99947,1,0.995,0.98673,0.18877,0.2674,0.15959,0.76044,0.00052688,0.00052688,0.00052688
374,536.062,0.29525,0.44248,0.21968,0.8938,0.99946,1,0.995,0.9932,0.99946,1,0.995,0.9869,0.18774,0.26216,0.15551,0.7612,0.00052292,0.00052292,0.00052292
375,537.472,0.29653,0.45106,0.21289,0.88445,0.99947,1,0.995,0.99387,0.99947,1,0.995,0.98761,0.18444,0.25557,0.15671,0.75993,0.00051896,0.00051896,0.00051896
376,538.906,0.29809,0.4646,0.21815,0.88774,0.99947,1,0.995,0.99387,0.99947,1,0.995,0.98678,0.18241,0.25227,0.15453,0.75796,0.000515,0.000515,0.000515
377,540.311,0.3071,0.46001,0.22978,0.90493,0.99947,1,0.995,0.99296,0.99947,1,0.995,0.98624,0.17797,0.24896,0.14937,0.75395,0.00051104,0.00051104,0.00051104
378,541.724,0.27625,0.39442,0.19897,0.87226,0.99948,1,0.995,0.99289,0.99948,1,0.995,0.98806,0.17335,0.24472,0.1494,0.7512,0.00050708,0.00050708,0.00050708
379,543.133,0.2709,0.41089,0.2134,0.87363,0.99946,1,0.995,0.99125,0.99946,1,0.995,0.98781,0.17464,0.24784,0.15276,0.75086,0.00050312,0.00050312,0.00050312
380,544.594,0.28066,0.43403,0.20534,0.8822,0.99945,1,0.995,0.98946,0.99945,1,0.995,0.98674,0.17744,0.25683,0.15363,0.75243,0.00049916,0.00049916,0.00049916
381,545.999,0.29625,0.40985,0.20006,0.89001,0.99945,1,0.995,0.99213,0.99945,1,0.995,0.98921,0.17637,0.25262,0.15094,0.75239,0.0004952,0.0004952,0.0004952
382,547.433,0.30819,0.42832,0.21307,0.92987,0.99946,1,0.995,0.99206,0.99946,1,0.995,0.98646,0.17198,0.25164,0.14838,0.74964,0.00049124,0.00049124,0.00049124
383,548.843,0.28843,0.44458,0.22454,0.88968,0.99945,1,0.995,0.99198,0.99945,1,0.995,0.9865,0.16584,0.25845,0.14865,0.74702,0.00048728,0.00048728,0.00048728
384,550.251,0.30429,0.44205,0.22619,0.89103,0.99946,1,0.995,0.99205,0.99946,1,0.995,0.98478,0.16811,0.27136,0.1412,0.74618,0.00048332,0.00048332,0.00048332
385,551.669,0.30742,0.42626,0.20994,0.87931,0.99947,1,0.995,0.99029,0.99947,1,0.995,0.98607,0.16814,0.26495,0.13777,0.74834,0.00047936,0.00047936,0.00047936
386,553.082,0.28291,0.4496,0.20585,0.88145,0.99945,1,0.995,0.99027,0.99945,1,0.995,0.983,0.1738,0.25771,0.14402,0.75236,0.0004754,0.0004754,0.0004754
387,554.584,0.28708,0.44072,0.21217,0.88468,0.99941,1,0.995,0.99075,0.99941,1,0.995,0.98152,0.17651,0.25514,0.14714,0.75492,0.00047144,0.00047144,0.00047144
388,556.024,0.28892,0.39855,0.21972,0.88767,0.99939,1,0.995,0.99144,0.99939,1,0.995,0.98428,0.17433,0.25146,0.14824,0.75486,0.00046748,0.00046748,0.00046748
389,557.453,0.3024,0.44993,0.20627,0.87882,0.99941,1,0.995,0.99132,0.99941,1,0.995,0.98729,0.17724,0.25068,0.14711,0.75648,0.00046352,0.00046352,0.00046352
390,558.86,0.27597,0.38245,0.1988,0.88972,0.99942,1,0.995,0.99144,0.99942,1,0.995,0.98829,0.17138,0.24745,0.1408,0.75252,0.00045956,0.00045956,0.00045956
391,560.289,0.29074,0.425,0.21611,0.88837,0.99942,1,0.995,0.98888,0.99942,1,0.995,0.9877,0.166,0.24646,0.14303,0.74939,0.0004556,0.0004556,0.0004556
392,561.724,0.29024,0.42874,0.21671,0.89569,0.99942,1,0.995,0.9921,0.99942,1,0.995,0.98654,0.16083,0.25426,0.14006,0.74681,0.00045164,0.00045164,0.00045164
393,563.134,0.2797,0.43723,0.2092,0.88733,0.99942,1,0.995,0.99205,0.99942,1,0.995,0.98551,0.16398,0.26198,0.1427,0.74581,0.00044768,0.00044768,0.00044768
394,564.556,0.28905,0.4177,0.20747,0.8833,0.9994,1,0.995,0.9932,0.9994,1,0.995,0.98542,0.16616,0.25733,0.14626,0.74432,0.00044372,0.00044372,0.00044372
395,566.064,0.28382,0.3978,0.2006,0.90279,0.99939,1,0.995,0.99393,0.99939,1,0.995,0.98698,0.1635,0.25,0.14821,0.74302,0.00043976,0.00043976,0.00043976
396,567.469,0.26072,0.37838,0.19226,0.87863,0.99938,1,0.995,0.99304,0.99938,1,0.995,0.98784,0.15516,0.24674,0.14487,0.74073,0.0004358,0.0004358,0.0004358
397,568.881,0.27563,0.42584,0.18937,0.87226,0.99937,1,0.995,0.99297,0.99937,1,0.995,0.98849,0.15388,0.24248,0.14363,0.74016,0.00043184,0.00043184,0.00043184
398,570.289,0.28678,0.41946,0.21417,0.88467,0.99939,1,0.995,0.99302,0.99939,1,0.995,0.98728,0.15399,0.2433,0.14742,0.73906,0.00042788,0.00042788,0.00042788
399,571.723,0.26043,0.3845,0.18873,0.87538,0.99942,1,0.995,0.994,0.99942,1,0.995,0.98674,0.1527,0.24554,0.14306,0.7389,0.00042392,0.00042392,0.00042392
400,573.133,0.28587,0.48738,0.2095,0.89477,0.99944,1,0.995,0.99403,0.99944,1,0.995,0.9868,0.15666,0.25116,0.1404,0.74037,0.00041996,0.00041996,0.00041996
401,574.543,0.29178,0.4138,0.20611,0.89486,0.99945,1,0.995,0.99219,0.99945,1,0.995,0.98564,0.15549,0.25175,0.13975,0.74008,0.000416,0.000416,0.000416
402,576.002,0.26272,0.37576,0.19285,0.89579,0.99945,1,0.995,0.99236,0.99945,1,0.995,0.98584,0.15629,0.24932,0.13441,0.73985,0.00041204,0.00041204,0.00041204
403,577.431,0.24236,0.36159,0.18621,0.88493,0.99948,1,0.995,0.99284,0.99948,1,0.995,0.98747,0.16359,0.24782,0.13767,0.74251,0.00040808,0.00040808,0.00040808
404,578.838,0.27763,0.41595,0.20468,0.89087,0.99949,1,0.995,0.99284,0.99949,1,0.995,0.98653,0.16474,0.25188,0.13931,0.74343,0.00040412,0.00040412,0.00040412
